StoreID,City,State,GrowingSeasonLenght,Precip_Jan,Precip_Feb,Precip_Mar,Precip_Apr,Precip_May,Precip_Jun,Precip_Jul,Precip_Aug,Precip_Sep,Precip_Oct,Precip_Nov,Precip_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Snow_Jan,Snow_Feb,Snow_Mar,Snow_Apr,Snow_May,Snow_Jun,Snow_Jul,Snow_Aug,Snow_Sep,Snow_Oct,Snow_Nov,Snow_Dec,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Elevation,Longitude,Latitude,LastWinterFreezeDiff,FirstWinterFreezeDiff,PC1,PC2
3772,Florida City,FL,361,1.19200003147125,1.27199995517731,4.2020001411438,2.58800005912781,5.43200016021729,8.99400043487549,5.75,4.91200017929077,10.5799999237061,2.94400000572205,2.65599989891052,2.05200004577637,1.19200003147125,1.27199995517731,4.2020001411438,2.58800005912781,5.43200016021729,8.99400043487549,5.75,4.91200017929077,10.5799999237061,2.94400000572205,2.65599989891052,2.05200004577637,0,0,0,0,0,0,0,0,0,0,0,0,65.9800033569336,66.6900024414063,70.0699996948242,73.2099990844727,77.3499984741211,80.3600006103516,81.4199981689453,81.5,80.879997253418,77.2799987792969,72.5100021362305,67.879997253418,6.28999996185303,-80.6493508598463,25.360857974521,-80,100,-15.1443152292212,-0.578709485537012
3785,Miami,FL,362,1.01199996471405,2.18199992179871,2.73799991607666,4.56799983978271,4.25600004196167,12.3559999465942,5.5019998550415,7.71199989318848,10.8479995727539,2.72000002861023,1.65600001811981,1.83399999141693,1.01199996471405,2.18199992179871,2.73799991607666,4.56799983978271,4.25600004196167,12.3559999465942,5.5019998550415,7.71199989318848,10.8479995727539,2.72000002861023,1.65600001811981,1.83399999141693,0,0,0,0,0,0,0,0,0,0,0,0,68.0999984741211,69.0999984741211,72.4000015258789,75.6999969482422,79.5999984741211,82.4000015258789,83.6999969482422,83.5999984741211,82.4000015258789,78.8000030517578,74.4000015258789,69.9000015258789,6.55999994277954,-80.3112003943692,25.7366408424207,-95,120,-15.1443152292212,-0.578709485537012
3770,Miami Gardens,FL,365,0.995999991893768,2.34400010108948,2.81800007820129,3.85599994659424,4.00600004196167,9.89999961853027,4.95800018310547,7.25,9.69600009918213,2.81399989128113,1.61600005626678,2.44199991226196,0.995999991893768,2.34400010108948,2.81800007820129,3.85599994659424,4.00600004196167,9.89999961853027,4.95800018310547,7.25,9.69600009918213,2.81399989128113,1.61600005626678,2.44199991226196,0,0,0,0,0,0,0,0,0,0,0,0,69.4400024414063,70.3300018310547,73.6800003051758,76.4899978637695,80.3899993896484,83.1600036621094,84.8199996948242,84.7799987792969,83.629997253418,80.1800003051758,75.8600006103516,71.3600006103516,6.78999996185303,-80.2454863543458,25.9493147298631,-85,99,-15.1443152292212,-0.578709485537012
3762,Hallandale Beach,FL,365,0.98199999332428,2.49399995803833,2.84999990463257,2.6340000629425,3.55800008773804,6.15199995040894,4.09999990463257,6.54199981689453,8.08199977874756,2.9300000667572,1.50999999046326,3.24200010299683,0.98199999332428,2.49399995803833,2.84999990463257,2.6340000629425,3.55800008773804,6.15199995040894,4.09999990463257,6.54199981689453,8.08199977874756,2.9300000667572,1.50999999046326,3.24200010299683,0,0,0,0,0,0,0,0,0,0,0,0,67.629997253418,68.1999969482422,71.0299987792969,74.1999969482422,78.1999969482422,81.1699981689453,82.629997253418,82.870002746582,81.9300003051758,78.6999969482422,74.1699981689453,69.5699996948242,4.59000015258789,-80.1483269455365,25.9856975192659,-87,99,-15.1443152292212,-0.578709485537012
3725,Port Isabel,TX,363,1.32000005245209,1.0460000038147,1.25999999046326,1.01600003242493,2.01799988746643,4.81199979782104,3.55599999427795,1.40600001811981,7.10599994659424,2.46000003814697,1.11800003051758,1.72000002861023,1.32000005245209,1.03799998760223,1.25999999046326,1.01600003242493,2.01799988746643,4.81199979782104,3.55599999427795,1.40600001811981,7.10599994659424,2.46000003814697,1.11800003051758,1.72000002861023,0,7.59999975562096e-02,0,0,0,0,0,0,0,0,0,0,59.689998626709,62.439998626709,68.370002746582,73.1999969482422,78.6100006103516,82.2699966430664,83.4700012207031,83.4899978637695,81.1699981689453,76.1999969482422,69.2399978637695,61.439998626709,8.5,-97.3037071223846,26.0255172923666,-75,83,-15.098390198016,-0.545198114685255
3606,San Benito,TX,362,1.09399998188019,0.737999975681305,0.734000027179718,1.09200000762939,3.10199999809265,3.97199988365173,2.85800004005432,1.32200002670288,5.3600001335144,2.10199999809265,0.680000007152557,1.63199996948242,1.09399998188019,0.737999975681305,0.734000027179718,1.09200000762939,3.10199999809265,3.97199988365173,2.85800004005432,1.32200002670288,5.3600001335144,2.10199999809265,0.680000007152557,1.63199996948242,0,0,0,0,0,0,0,0,0,0,0,0,58.6699981689453,62.1800003051758,68.8300018310547,73.7399978637695,79.3300018310547,83.0199966430664,84.4100036621094,84.4899978637695,81.2699966430664,74.8199996948242,67.2799987792969,60.4599990844727,34.25,-97.6236466474849,26.1058120767256,-61,72,-15.1443152292212,-0.578709485537012
3739,Naples,FL,361,0.65200001001358,0.801999986171722,1.84200000762939,1.82400000095367,2.40599989891052,6.61199998855591,4.97599983215332,5.9060001373291,8.8100004196167,1.42400002479553,0.505999982357025,1.58399999141693,0.65200001001358,0.801999986171722,1.84200000762939,1.82400000095367,2.40599989891052,6.61199998855591,4.97599983215332,5.9060001373291,8.8100004196167,1.42400002479553,0.505999982357025,1.58399999141693,0,0,0,0,0,0,0,0,0,0,0,0,64.3000030517578,65.0999984741211,68.6999969482422,72.5,77.1999969482422,80.8000030517578,82,82.3000030517578,81.5,77.1999969482422,71.8000030517578,66.3000030517578,5.01999998092651,-81.7423171842587,26.1179883171629,-77,88,-15.1443152292212,-0.578709485537012
3765,Lauderdale Lakes,FL,362,0.980000019073486,2.49399995803833,2.85199999809265,2.6159999370575,3.55399990081787,6.0939998626709,4.08599996566772,6.53599977493286,8.0600004196167,2.93199992179871,1.50800001621246,3.25799989700317,0.980000019073486,2.49399995803833,2.85199999809265,2.6159999370575,3.55399990081787,6.0939998626709,4.08599996566772,6.53599977493286,8.0600004196167,2.93199992179871,1.50800001621246,3.25799989700317,0,0,0,0,0,0,0,0,0,0,0,0,67.4199981689453,68.0400009155273,71.0999984741211,74.3300018310547,78.4100036621094,81.3899993896484,82.7900009155273,83.0899963378906,82.129997253418,78.75,74.0699996948242,69.3499984741211,10.0500001907349,-80.2272420104481,26.1501665102745,-87,99,-15.1443152292212,-0.578709485537012
3626,Mcallen,TX,365,1.14800000190735,0.684000015258789,0.389999985694885,1.31599998474121,1.21800005435944,4.86399984359741,3.43400001525879,2.14599990844727,2.83999991416931,1.41999995708466,0.238000005483627,1.80999994277954,1.14800000190735,0.684000015258789,0.389999985694885,1.31599998474121,1.21800005435944,4.86399984359741,3.43400001525879,2.14599990844727,2.83999991416931,1.41999995708466,0.238000005483627,1.80999994277954,0,0,0,0,0,0,0,0,0,0,0,0,59.2000007629395,62.8600006103516,69.870002746582,75.0500030517578,80.3199996948242,84.129997253418,85.5,85.9000015258789,82.4199981689453,75.8899993896484,67.8099975585938,60.6800003051758,112.650001525879,-98.2505036926225,26.1572959173174,-66,76,-15.1443152292212,-0.578709485537012
3612,Weslaco,TX,362,1.37600004673004,0.878000020980835,0.629999995231628,1.25399994850159,1.37399995326996,4.19799995422363,3.10199999809265,2.03399991989136,3.25999999046326,1.60599994659424,0.509999990463257,1.66199994087219,1.37600004673004,0.878000020980835,0.629999995231628,1.25399994850159,1.37399995326996,4.19799995422363,3.10199999809265,2.03399991989136,3.25999999046326,1.60599994659424,0.509999990463257,1.66199994087219,0,0,0,0,0,0,0,0,0,0,0,0,58.5299987792969,62.189998626709,68.9300003051758,74.1600036621094,79.5500030517578,83.25,84.6699981689453,84.7699966430664,81.370002746582,74.8899993896484,67.4499969482422,60.4500007629395,65.879997253418,-97.9871588739459,26.1600846305593,-63,73,-15.1443152292212,-0.578709485537012
